clinic code,clinic name,symptoms,symptom code,main symptom, eng clinic
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","อุณหภูมิร่างกายสูง","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ตัวร้อนลุ่ม","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","หัวร้อนรุมๆ","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ตัวร้อนรุม","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ตัวร้อนรุ่ม","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","เป็นไข้คันเนื้อตัว","HP0001945","ไข้","Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","หัวร้อนรุ่ม","HP0001945","ไข้","Other"
CL0026,"แผนกฉุกเฉิน","ว่าใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกหัวใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกหัวใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","หัวใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าหัวใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ว่าใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","หัวใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","หัวใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ว่าหัวใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าหัวใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ว่าใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกว่าหัวใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ใจเต้นเร็ว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ว่าหัวใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","รู้สึกหัวใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ว่าหัวใจสั่น","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ใจหวิว","HP0001962","ใจสั่น","Emergency Department/OPD"
CL0001,"คลินิก อายุรกรรม","เท้าข้างซ้ายปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าซ้ายปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นโรคเก๊า","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าข้างขวาบวมและปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าทั้งสองข้างปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าด้านซ้ายปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าข้างขวาปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าทั้งสองข้างบวมปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าข้างซ้ายบวมและกดเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าข้างซ้ายปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าด้านขวาปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเก๊า","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าทั้งสองข้างบวมและปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าทั้งสองข้างบวมและปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าทั้งสองข้างบวมปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าซ้ายปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าข้างขวาบวมปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","โรคเก๊า","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าขวาบวมปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าทั้งสองข้างบวมและกดเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าขวาบวมและกดเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าซ้ายบวมปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าขวาปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าซ้ายบวมและเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าขวาปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าทั้งสองข้างบวมเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าทั้งสองข้างปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าซ้ายบวมและปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เป็นเท้าขวาบวมและปวด","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เก๊า","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าด้านขวาปวดบวม","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เท้าทั้งสองข้างบวมกดเจ็บ","HP0001997","โรคเก๊า","OPD Medicine Floor 1"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารทานอาหารเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกหลังกินอาหารเช้า","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกกินอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังทานข้าวเสร็จก็แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาหลังกินข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังอ้วกออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารเที่ยงเสร็จแล้วก็อ้วกออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมาทานข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกทานข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกหลังกินข้าวเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังแหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานข้าวเสร็จแล้วก็แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาทานข้าวเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนทานข้าวเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารกินอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะ","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังสำรอกอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารทานข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมาทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาทานอาหารเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะออกมาหลังกินอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะหลังทานอาหารเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมาหลังกินข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนหลังกินอาหารเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะออกมากินข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","กินข้าวเช้าเสร็จแล้วก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารเช้าก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังอาเจียนออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังทานข้าวเที่ยงเสร็จแล้วก็สำรอกอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนหลังกินข้าวเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนหลังทานข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาหลังทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมากินอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังทานข้าวเที่ยงเสร็จก็อาเจียนออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารเสร็จก็อ้วกออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมาหลังทานข้าวเช้า","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกกินข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","กินข้าวแล้วก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แหวะหลังกินอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมาทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมากินข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังทานข้าวเช้าแล้วก็สำรอกอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานข้าวเสร็จแล้วก็อาเจียน","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังอาเจียน","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารหลังทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมาหลังทานข้าวเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานข้าวเย็นเสร็จแล้วก็สำรอกอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาหลังกินอาหารเย็น","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารทานข้าวเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วก","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมาหลังทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","กินอาหารเช้าเสร็จแล้วก็อาเจียนออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังแหวะ","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารแล้วก็แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกหลังทานข้าวเช้า","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมากินอาหารเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารทานอาหารเช้า","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมาหลังกินข้าวเที่ยง","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารเย็นเสร็จแล้วก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังกินอาหารเช้าแล้วก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังกินข้าวแล้วก็แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังกินข้าวเช้าเสร็จก็อาเจียนออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ทานอาหารเสร็จก็แหวะออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียนออกมาหลังทานข้าว","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังกินอาหารก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","กินอาหารเที่ยงแล้วก็สำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อาเจียน","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","อ้วกออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","หลังสำรอกอาหารออกมา","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","สำรอกอาหารออกมาทานอาหาร","HP0002013","อาเจียน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้แตกเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ถ่ายเป็นน้ำเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ถ่ายเหลว","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ถ่ายเหลวเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ท้องเสียเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้เหลวเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้แตก","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้เหลว","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้เป็นน้ำเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้เป็นน้ำ","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ถ่ายเป็นน้ำ","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ท้องเสีย","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้ไหล","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ขี้ไหลเฉียบพลัน","HP0002014","ท้องเสีย/ถ่ายเหลว","OPD GI Center"
CL0002,"แผนกหู คอ จมูก","กินอาหารไม่ลง","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนน้ำลายแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินอาหารเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินไม่ลง","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนข้าวไม่ลง","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินน้ำลายลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนข้าวเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินน้ำลายไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินอาหารแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินอาหารไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนอาหารแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนข้าวลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนน้ำลายไม่ลง","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนข้าวไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนข้าวแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินข้าวแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินน้ำลายแล้วเจ็บ","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินข้าวไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินน้ำลายเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนอาหารไม่ได้","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนอาหารเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กินอาหารลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนน้ำลายเข้าไปลำบาก","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","กลืนไม่ลง","HP0002015","กลืนลำบาก","OPD Ear Nose Throat"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","คลื่นไส้","HP0002017","คลื่นไส้","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","พะอืดพะอม","HP0002017","คลื่นไส้","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แสบลิ้นปี่","HP0002020","กรดไหลย้อน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","เรอเปรี้ยว","HP0002020","กรดไหลย้อน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","กรดไหลย้อน","HP0002020","กรดไหลย้อน","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ปวดมวนท้องแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ตุ่ยท้อง","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ปวดท้องแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","จุกกระเพาะแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แสบร้อนกลางอกแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แน่นกระเพาะแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","มวนกระเพาะ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ปวดกระเพาะแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","ปวดท้อง","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","แสบร้อนกลางอก","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","มวนกระเพาะแบบเป็นๆหายๆ","HP0002027","ปวดท้อง","OPD GI Center"
CL0003,"คลินิกโรคระบบทางเดินอาหารและตับ","มวนท้อง","HP0002027","ปวดท้อง","OPD GI Center"
