clinic_code,clinic_name,symptoms,symptom_code,main_symptom,eng_clinic
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บมีปัญหาเป็นบางส่วน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เล็บเหลืองเป็นบางส่วน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เชื้อราที่เล็บราวๆ 6 อาทิตย์จะมาพบแพทย์","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เล็บบวมแดงอักเสบ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เชื้อราที่เล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บมีปัญหาเป็นบางส่วนเป็นมาประมาณ 7 สัปดาห์จะมา","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เชื้อราที่เล็บน่าจะราวๆ 4 อาทิตย์ก่อนจะมา","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เล็บเปื่อย","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เมื่อ 1 เดือนมีอาการเชื้อราที่เล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","3 สัปดาห์นี้มีอาการบวมที่ขอบเล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บขบประมาณ 6 เดือนมาโรงพยาบาล","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เชื้อราที่เล็บมีอาการมาประมาณ 2 อาทิตย์จะมา","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บเปื่อยเป็นบางส่วน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เล็บบวมแดงอักเสบเป็นบางส่วน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","บวมที่ขอบเล็บเป็นมาราวๆ 1 ชั่วโมงก่อนหาหมอ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","บวมที่ขอบเล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บบวมแดงเป็นบางส่วนน่าจะประมาณ 2 สัปดาห์ก่อน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","บวมที่ขอบเล็บเป็นมาราวๆ 3 เดือนก่อนมา","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เมื่อ 2 ชั่วโมงก่อนมีอาการบวมที่ขอบเล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","เชื้อราที่เล็บน่าจะราวๆ 3 วันจะมามาโรงพยาบาล","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ขอบเล็บมีปัญหาเป็นบางส่วนเริ่มประมาณ 5 อาทิตย์หาหมอ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","4 วันมีอาการขอบเล็บฉีกเป็นบางส่วน","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","3 เดือนนี้มีอาการเชื้อราที่เล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","ราวๆ 5 สัปดาห์นี้มีอาการเล็บขาวซีด","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","1 วันก่อนหน้ามีอาการบวมที่ขอบเล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0014,"แผนกผิวหนังและความงาม","5 สัปดาห์ก่อนมีอาการเชื้อราที่เล็บ","HP0001597","เล็บมีปัญหา", "OPD Skin"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงน่าจะเป็นมาราวๆ 3 ชั่วโมงก่อนมามาโรงพยาบาล","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ประมาณ 4 สัปดาห์นี้มีอาการเสียงแหบ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงแหบเริ่มราวๆ 7 สัปดาห์มา","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงคาดว่าเป็นมาประมาณ 1 อาทิตย์","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","3 เดือนก่อนมีอาการเสียงแหบ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงน่าจะมีอาการมาประมาณ 6 ชั่วโมงจะมา","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เมื่อ 9 อาทิตย์ก่อนหน้านี้มีอาการไม่มีเสียง","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงแหบ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงเปลี่ยนคาดว่ามีอาการมาประมาณ 7 ชั่วโมงก่อน","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงเปลี่ยน","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ประมาณ 8 ชั่วโมงนี้มีอาการเสียงแหบ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ประมาณ 1 สัปดาห์ก่อนหน้ามีอาการเสียงแหบ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงคาดว่าประมาณ 5 อาทิตย์ก่อนมา","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ราวๆ 9 วันก่อนหน้านี้มีอาการไม่มีเสียง","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงแหบประมาณ 6 วันจะมามาโรงพยาบาล","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงน่าจะราวๆ 7 อาทิตย์ก่อนจะมา","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","7 ชั่วโมงก่อนหน้ามีอาการไม่มีเสียง","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงแหบน่าจะเป็นมาราวๆ 2 เดือนก่อนมาหาหมอ","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ราวๆ 5 วันนี้มีอาการไม่มีเสียง","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียง","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","1 สัปดาห์นี้มีอาการเสียงเปลี่ยน","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ไม่มีเสียงเป็นมาราวๆ 7 สัปดาห์ก่อนจะมา","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เสียงเปลี่ยนเริ่มเป็นมาราวๆ 7 ชั่วโมงก่อนมาโรงพยาบาล","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","1 วันมีอาการเสียงเปลี่ยน","HP0001609","เสียงแหบ", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","คัดจมูกทั้งสองข้างราวๆ 4 วันหาหมอ","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกซ้ายมีอาการคัดราวๆ 4 วันก่อน","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","แสบจมูกทั้งสองข้างคาดว่าเป็นมาประมาณ 2 อาทิตย์ก่อนมา","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","7 เดือนก่อนหน้ามีอาการแสบจมูกซ้าย","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกทั้งสองข้างแสบเป็นมาประมาณ 4 อาทิตย์จะมา","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกคัดแน่นเริ่มราวๆ 6 ชั่วโมงจะมามาโรงพยาบาล","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกข้างขวามีอาการแน่นราวๆ 3 อาทิตย์มา","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","คัดแน่นจมูกทั้งสองข้าง","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกมีอาการแสบคาดว่าประมาณ 5 สัปดาห์มา","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","แสบจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ราวๆ 1 อาทิตย์นี้มีอาการคัดจมูกทั้งสองข้าง","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","4 เดือนมีอาการแสบจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","2 สัปดาห์ก่อนหน้านี้มีอาการแน่นจมูกซ้าย","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ประมาณ 1 อาทิตย์นี้มีอาการจมูกทั้งสองข้างแสบ","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","9 เดือนก่อนหน้ามีอาการคัดจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","2 เดือนนี้มีอาการจมูกมีอาการแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เมื่อ 3 สัปดาห์มีอาการจมูกข้างขวาแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","แน่นจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ประมาณ 8 ชั่วโมงก่อนมีอาการคัดแน่นจมูกข้างขวา","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกทั้งสองข้างมีอาการแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เมื่อ 9 อาทิตย์นี้มีอาการจมูกคัดแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","คัดจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","2 วันนี้มีอาการจมูกมีอาการแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","ราวๆ 8 อาทิตย์ก่อนหน้านี้มีอาการแน่นจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","จมูกทั้งสองข้างมีอาการคัดแน่น","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","เมื่อ 4 สัปดาห์ก่อนหน้ามีอาการแสบจมูก","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","แสบจมูกข้างขวาเมื่อราวๆ 1 ชั่วโมง","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0002,"แผนกหู คอ จมูก","แสบจมูกข้างซ้าย","HP0001742","คัดจมูก", "OPD Ear Nose Throat"
CL0013,"ศูนย์หัวใจ","8 อาทิตย์นี้มีอาการบวมที่เท้าข้างขวา","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","2 อาทิตย์มีอาการเท้าบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เท้าทั้งสองข้างบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","ราวๆ 7 เดือนมีอาการเท้าทั้งสองข้างบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมที่เท้าข้างซ้าย","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมเท้าทั้งสองข้าง","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เท้าข้างซ้ายบวมเริ่มมีอาการมาราวๆ 3 อาทิตย์มาพบแพทย์","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","ราวๆ 1 วันก่อนนี้มีอาการบวมตรงที่เท้าซ้าย","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมตรงที่เท้าข้างซ้าย","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เท้าบวมมีอาการมาราวๆ 1 ชั่วโมงมาพบแพทย์","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมที่เท้า","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เท้าบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","2 เดือนมีอาการบวมเท้า","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เมื่อ 1 อาทิตย์ก่อนนี้มีอาการเท้าทั้งสองข้างบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมตรงที่เท้าราวๆ 3 วันก่อนมา","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","เท้าทั้งสองข้างบวมเป็นมาประมาณ 1 ชั่วโมงมาพบแพทย์","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมตรงที่เท้าเริ่มประมาณ 4 วัน","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมตรงที่เท้าทั้งสองข้าง","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","6 อาทิตย์ก่อนมีอาการเท้าทั้งสองข้างบวม","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมเท้าเป็นมาราวๆ 7 สัปดาห์","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมตรงที่เท้าเริ่มเป็นมาประมาณ 5 สัปดาห์","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมเท้า","HP0001785","เท้าบวม", "OPD Heart Center"
CL0013,"ศูนย์หัวใจ","บวมเท้าเริ่มประมาณ 5 สัปดาห์ก่อนมา","HP0001785","เท้าบวม", "OPD Heart Center"
CL0001,"คลินิก อายุรกรรม","ประมาณ 2 สัปดาห์ก่อนนี้มีอาการน้ำหนักตัวลดลง","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดเริ่มเป็นมาประมาณ 5 เดือนจะมา","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดประมาณ 5 เดือนก่อนมา","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","6 ชั่วโมงก่อนมีอาการน้ำหนักลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดเมื่อประมาณ 2 เดือนก่อนพบแพทย์","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","ประมาณ 3 อาทิตย์มีอาการน้ำหนักตัวลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดลงเมื่อประมาณ 6 สัปดาห์ก่อนหาหมอ","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","3 สัปดาห์ก่อนหน้านี้มีอาการน้ำหนักลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดราวๆ 2 สัปดาห์ก่อนพบแพทย์","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดเริ่มราวๆ 6 อาทิตย์","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","9 เดือนก่อนนี้มีอาการน้ำหนักตัวลดลง","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดเริ่มประมาณ 4 สัปดาห์มาพบแพทย์","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดเมื่อราวๆ 3 วันก่อนหาหมอ","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดลงเป็นมาประมาณ 5 ชั่วโมงก่อนมาพบแพทย์","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","เมื่อ 5 วันก่อนหน้านี้มีอาการน้ำหนักลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","ราวๆ 9 อาทิตย์ก่อนมีอาการน้ำหนักตัวลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","9 ชั่วโมงก่อนนี้มีอาการน้ำหนักตัวลด","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักตัวลดผิดปกติ","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดเร็วผิดปกติประมาณ 3 อาทิตย์ก่อนจะมามาโรงพยาบาล","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดลงเมื่อราวๆ 3 เดือน","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0001,"คลินิก อายุรกรรม","น้ำหนักลดผิดปกติ","HP0001824","น้ำหนักตัวลดผิดปกติ", "OPD Medicine Floor 1"
CL0026,"แผนกฉุกเฉิน","เลือดไหลจากนิ้วเท้า","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดออกตามปาก","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดไหลบริเวณแขนซ้าย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ประมาณ 6 สัปดาห์นี้มีอาการจุดเลือดออกตามขาซ้าย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีเลือดออกตามร่างกาย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดออกจากตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","9 เดือนมีอาการจุดเลือดออกตามตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","3 เดือนมีอาการมีเลือดไหลบริเวณปาก","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดไหลจากตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดออกจากร่างกายเริ่มราวๆ 5 สัปดาห์จะมาพบแพทย์","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีเลือดไหลที่นิ้วมือข้างขวาประมาณ 7 ชั่วโมงก่อนหาหมอ","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดไหลตามร่างกาย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดไหลบริเวณปากมีอาการมาราวๆ 5 ชั่วโมงก่อนจะมามาโรงพยาบาล","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีเลือดไหลตามตัวน่าจะประมาณ 1 อาทิตย์มาโรงพยาบาล","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","จุดเลือดออกจากตัวน่าจะมีอาการมาประมาณ 1 อาทิตย์ก่อนมาโรงพยาบาล","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","เลือดไหลตามร่างกายราวๆ 5 อาทิตย์พบแพทย์","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","7 วันนี้มีอาการจุดเลือดไหลที่ปาก","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีเลือดออกจากตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","จุดเลือดออกจากร่างกายประมาณ 2 อาทิตย์","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดไหลตามตัวราวๆ 4 เดือน","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีเลือดออกตามตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดไหลจากตัว","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ราวๆ 9 ชั่วโมงมีอาการมีจุดเลือดไหลตามร่างกาย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดไหลที่นิ้วมือขวา","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ราวๆ 8 วันก่อนหน้านี้มีอาการมีเลือดไหลที่ตา","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ราวๆ 4 อาทิตย์มีอาการมีเลือดไหลที่นิ้วเท้าซ้าย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดไหลจากขามีอาการมาประมาณ 4 ชั่วโมงก่อนมาโรงพยาบาล","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","มีจุดเลือดออกตามขาซ้าย","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","ราวๆ 3 วันนี้มีอาการจุดเลือดไหลที่ปาก","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0026,"แผนกฉุกเฉิน","จุดเลือดไหลตามปาก","HP0001892","มีเลือดออกตามร่างกาย", "Emergency Department/OPD"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","หัวร้อนลุ่มเริ่มประมาณ 6 สัปดาห์ก่อนหาหมอ","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ไข้ตัวร้อนเริ่มมีอาการมาราวๆ 4 เดือนจะมา","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","หัวร้อนลุ่มเริ่มราวๆ 4 เดือนก่อนจะมามาโรงพยาบาล","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ไข้ประมาณ 5 เดือนก่อนจะมา","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","อุณหภูมิในร่างกายสูง","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","เป็นไข้ตัวร้อนครั่นเนื้อครั่นตัว","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","อุณหภูมิในร่างกายสูงคาดว่าประมาณ 7 วันก่อนจะมา","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ราวๆ 2 เดือนก่อนนี้มีอาการอุณหภูมิร่างกายสูง","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","มีไข้คันเนื้อตัวเป็นมาประมาณ 6 ชั่วโมงก่อนมามาโรงพยาบาล","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ตัวร้อนรุ่มมีอาการมาประมาณ 2 สัปดาห์ก่อนมาหาหมอ","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","เป็นไข้","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","หัวร้อนรุม","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","ตัวร้อนลุ่ม","HP0001945","ไข้", "Other"
CL0000,"เคาท์เตอร์ประชาสัมพันธ์","อุณหภูมิในร่างกายสูงเริ่มเป็นมาประมาณ 1 เดือนก่อนจะมา","HP0001945","ไข้", "Other"
